gid,request,priority_score,role,seed_in_kzt,seed_kept_kzt,depth,is_seed
100000002826669100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.394502836,terminal,152752.040322581,152752.040322581,2,False
100000003057225100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.394490333,terminal,236000.000000000,236000.000000000,1,False
100000002591469100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.394389050,terminal,235670.000000000,235670.000000000,1,False
100000002670860100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.393009999,terminal,200000.000000000,200000.000000000,1,False
100000003831324100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.393009999,terminal,200000.000000000,200000.000000000,1,False
100000007283257100,поздние поступления: запросить переводы за август,0.390055204,terminal,192000.000000000,192000.000000000,1,False
100000002615479100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.389408779,terminal,220000.000000000,220000.000000000,1,False
100000001162560100,выход не покрыт входом: запросить входящие извне выборки,0.387581925,distributor,331300.000000000,0.000000000,1,False
100000004588479100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.384425608,terminal,177633.000000000,177633.000000000,1,False
100000007281639100,поздние поступления: запросить переводы за август,0.382721118,terminal,149323.530689166,149323.530689166,1,False
100000003798151100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.382686876,terminal,150000.000000000,150000.000000000,2,False
100000000769919100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.382509999,terminal,200000.000000000,200000.000000000,2,False
100000001960517100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.382509999,terminal,200000.000000000,200000.000000000,1,False
100000004130144100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.382509999,terminal,200000.000000000,200000.000000000,1,False
100000007641801100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.382509999,terminal,200000.000000000,200000.000000000,1,False
100000003071930100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.376270222,consolidator,227610.000000000,225227.198132367,1,False
100000008418934100,поздние поступления: запросить переводы за август,0.373864083,terminal,274254.966887417,274254.966887417,2,False
100000008314203100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.373558991,peripheral,346995.587182575,208076.000000000,0,True
100000001872484100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.373541259,peripheral,871400.000000000,356820.000000000,1,False
100000002981527100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.369889880,terminal,168000.000000000,168000.000000000,1,False
100000000440392100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.367854254,terminal,105705.000000000,105705.000000000,1,False
100000005895525100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.366535207,terminal,120000.000000000,120000.000000000,1,False
100000007334196100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.361687841,terminal,150002.000000000,150002.000000000,1,False
100000005844459100,поздние поступления: запросить переводы за август,0.360099276,terminal,150000.000000000,150000.000000000,1,False
100000001851289100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.359913962,terminal,109510.000000000,109510.000000000,1,False
100000002824176100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.358732081,terminal,144000.000000000,144000.000000000,1,False
100000002462183100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.358573077,terminal,107500.000000000,107500.000000000,1,False
100000005523088100,seed без исходящих: запросить выписку,0.357688006,peripheral,700000.000000000,700000.000000000,0,True
100000003158727100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.356487841,consolidator,176440.000000000,176440.000000000,1,False
100000000941942100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.351328891,terminal,130000.000000000,130000.000000000,1,False
100000002784085100,поздние поступления: запросить переводы за август,0.351009999,terminal,200000.000000000,200000.000000000,1,False
100000008566737100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.345677222,terminal,104000.000000000,104000.000000000,1,False
100000002603769100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.344721433,consolidator,149968.000000000,149968.000000000,1,False
100000002890167100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.344410620,terminal,118150.000000000,118150.000000000,1,False
100000001477796100,поздние поступления: запросить переводы за август,0.344183564,terminal,182000.000000000,182000.000000000,1,False
100000001330685100,выход не покрыт входом: запросить входящие извне выборки,0.340015140,consolidator,130425.000000000,130425.000000000,1,False
100000004144536100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.337740411,consolidator,115751.719498679,115751.719498679,1,False
100000001524952100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.335042773,terminal,103807.000000000,103807.000000000,1,False
100000004979498100,выход не покрыт входом: запросить входящие извне выборки,0.333333333,peripheral,500000.000000000,500000.000000000,2,False
100000002757797100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.332338333,terminal,100000.000000000,100000.000000000,1,False
100000005493505100,seed без исходящих: запросить выписку,0.328595443,consolidator,36119.577480321,36119.577480321,0,True
100000004394765100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.326154927,peripheral,452792.856359625,425396.824275432,1,False
100000004905207100,поздние поступления: запросить переводы за август,0.321550978,terminal,53000.000000000,53000.000000000,2,False
100000003022835100,поздние поступления: запросить переводы за август,0.316990001,terminal,125000.000000000,125000.000000000,1,False
100000008736940100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.315400486,peripheral,390276.967871904,242123.590243865,1,False
100000004480280100,выход не покрыт входом: запросить входящие извне выборки,0.311240391,peripheral,146694.000000000,0.000000000,1,False
100000002762076100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.308040402,peripheral,140350.000000000,140350.000000000,1,False
100000008555918100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.307450591,peripheral,139211.000000000,139211.000000000,1,False
100000008747113100,поздние поступления: запросить переводы за август,0.305766462,terminal,92591.000000000,92591.000000000,1,False
100000008193577100,выход не покрыт входом: запросить входящие извне выборки,0.304093813,distributor,146208.587786260,22000.000000000,1,False
100000000998559100,поздние поступления: запросить переводы за август,0.300838333,terminal,100000.000000000,100000.000000000,1,False
100000008748914100,выход не покрыт входом: запросить входящие извне выборки,0.300685520,distributor,95000.000000000,0.000000000,1,False
100000002988894100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.297820520,peripheral,306121.000000000,277121.000000000,1,False
100000004759121100,выход не покрыт входом: запросить входящие извне выборки,0.297809447,consolidator,50000.000000000,50000.000000000,1,False
100000005287097100,выход не покрыт входом: запросить входящие извне выборки,0.297799735,distributor,111441.937109392,718.937109392,1,False
100000000331309100,выход не покрыт входом: запросить входящие извне выборки,0.297475394,distributor,47187.000000000,0.000000000,2,False
100000005664632100,поздние поступления: запросить переводы за август,0.296155817,terminal,50000.000000000,50000.000000000,2,False
100000002152857100,выход не покрыт входом: запросить входящие извне выборки,0.294529882,distributor,105000.000000000,0.000000000,1,False
100000003360542100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.292794902,peripheral,113694.489653569,113694.489653569,2,False
100000003923946100,выход не покрыт входом: запросить входящие извне выборки,0.291879851,peripheral,282000.000000000,162000.000000000,1,False
100000002635780100,поздние поступления: запросить переводы за август,0.288556500,terminal,84393.501479290,84393.501479290,2,False
100000008603629100,выход не покрыт входом: запросить входящие извне выборки,0.283773892,distributor,39049.309109236,0.000000000,2,False
100000003701161100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.283004469,peripheral,249457.643505002,178130.153335539,1,False
100000003835149100,выход не покрыт входом: запросить входящие извне выборки,0.282726065,peripheral,248500.000000000,0.000000000,1,False
100000004351795100,выход не покрыт входом: запросить входящие извне выборки,0.281640831,distributor,66511.231994443,0.000000000,1,False
100000000274067100,выход не покрыт входом: запросить входящие извне выборки,0.280775649,peripheral,241893.333333333,23786.177777778,1,False
100000001965374100,выход не покрыт входом: запросить входящие извне выборки,0.276702135,peripheral,228656.111252871,0.000000000,2,False
100000005668605100,seed без исходящих: запросить выписку,0.274892832,consolidator,57151.416169896,57151.416169896,0,True
100000002958343100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.273149401,peripheral,217704.000000000,121752.977777778,2,False
100000006069103100,выход не покрыт входом: запросить входящие извне выборки,0.272571673,transit,36883.916021581,33883.885112546,1,False
100000005882013100,поздние поступления: запросить переводы за август,0.269313865,terminal,44653.233725523,44520.071384167,2,False
100000004070318100,выход не покрыт входом: запросить входящие извне выборки,0.266670382,distributor,64725.000000000,0.000000000,1,False
100000008213966100,выход не покрыт входом: запросить входящие извне выборки,0.264581305,consolidator,46000.000000000,0.000000000,2,False
100000006901046100,поздние поступления: запросить переводы за август,0.252591182,terminal,51347.238918107,47621.515777611,2,False
100000002306369100,выход не покрыт входом: запросить входящие извне выборки,0.252463298,distributor,73166.000000000,0.000000000,1,False
100000005527892100,выход не покрыт входом: запросить входящие извне выборки,0.250901399,distributor,70000.000000000,0.000000000,1,False
100000002796853100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.247366613,peripheral,152464.832406525,129607.982316549,2,False
100000005612411100,выход не покрыт входом: запросить входящие извне выборки,0.245537285,distributor,65000.000000000,0.000000000,1,False
100000003809101100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.244255259,peripheral,146050.000000000,136690.820249920,1,False
100000008169544100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.239680020,peripheral,137104.000000000,119804.000000000,1,False
100000001697501100,выход не покрыт входом: запросить входящие извне выборки,0.239494941,distributor,25000.000000000,0.000000000,1,False
100000008477350100,выход не покрыт входом: запросить входящие извне выборки,0.238945165,distributor,25211.627165373,0.000000000,2,False
100000003366471100,поздние поступления: запросить переводы за август,0.238617501,terminal,17189.213601970,16023.950391765,3,False
100000001937767100,выход не покрыт входом: запросить входящие извне выборки,0.237550978,peripheral,53000.000000000,0.000000000,1,False
100000008743913100,выход не покрыт входом: запросить входящие извне выборки,0.237124806,distributor,41080.840458083,0.000000000,2,False
100000006579678100,выход не покрыт входом: запросить входящие извне выборки,0.234031894,distributor,42930.000000000,0.000000000,1,False
100000003366154100,выход не покрыт входом: запросить входящие извне выборки,0.232990001,peripheral,125000.000000000,0.000000000,1,False
100000008137435100,выход не покрыт входом: запросить входящие извне выборки,0.232779058,distributor,43906.000000000,0.000000000,1,False
100000000703894100,"модельный остаток seed: проверить остаток, межбанк и наличные",0.230035207,peripheral,120000.000000000,120000.000000000,1,False
100000001380054100,выход не покрыт входом: запросить входящие извне выборки,0.230035207,peripheral,120000.000000000,70000.000000000,1,False
100000008710791100,выход не покрыт входом: запросить входящие извне выборки,0.226660545,distributor,29169.788242489,0.000000000,2,False
100000004390333100,выход не покрыт входом: запросить входящие извне выборки,0.223278391,distributor,45751.000000000,0.000000000,1,False
100000002605184100,поздние поступления: запросить переводы за август,0.223183570,terminal,34203.569099934,34203.569099934,2,False
100000000861294100,поздние поступления: запросить переводы за август,0.221498667,terminal,33416.580548857,33416.580548857,2,False
100000008304139100,выход не покрыт входом: запросить входящие извне выборки,0.218702463,distributor,23567.000000000,0.000000000,1,False
100000008172352100,выход не покрыт входом: запросить входящие извне выборки,0.214629722,distributor,43000.000000000,0.000000000,1,False
100000005316708100,выход не покрыт входом: запросить входящие извне выборки,0.209212084,peripheral,90000.000000000,90000.000000000,1,False
100000000332284100,выход не покрыт входом: запросить входящие извне выборки,0.204896874,consolidator,6000.000000000,0.000000000,2,False
100000008673001100,seed без исходящих: запросить выписку,0.200686664,peripheral,80000.000000000,80000.000000000,0,True
100000003854444100,выход не покрыт входом: запросить входящие извне выборки,0.197957679,distributor,23468.000000000,0.000000000,2,False
100000005079754100,выход не покрыт входом: запросить входящие извне выборки,0.191021339,peripheral,70000.000000000,50000.000000000,1,False
100000003031890100,поздние поступления: запросить переводы за август,0.187921969,terminal,8770.744031235,8770.744031235,2,False
100000008188026100,выход не покрыт входом: запросить входящие извне выборки,0.183805243,peripheral,63358.000000000,0.000000000,1,False
100000007639767100,выход не покрыт входом: запросить входящие извне выборки,0.180728415,distributor,25191.861270744,0.000000000,1,False
100000004677680100,выход не покрыт входом: запросить входящие извне выборки,0.179863541,peripheral,60000.000000000,0.000000000,1,False
100000005473151100,выход не покрыт входом: запросить входящие извне выборки,0.179863541,peripheral,60000.000000000,60000.000000000,1,False
100000003589877100,выход не покрыт входом: запросить входящие извне выборки,0.176493971,distributor,26000.000000000,0.000000000,1,False
100000006707582100,выход не покрыт входом: запросить входящие извне выборки,0.175642113,distributor,22000.000000000,22000.000000000,1,False
100000000291906100,выход не покрыт входом: запросить входящие извне выборки,0.174937347,transit,8000.000000000,6030.927835052,2,False
100000006534886100,выход не покрыт входом: запросить входящие извне выборки,0.172848107,peripheral,54457.618983317,2258.487389219,2,False
100000004847758100,выход не покрыт входом: запросить входящие извне выборки,0.168315940,distributor,18844.523744235,0.000000000,1,False
100000004017410100,выход не покрыт входом: запросить входящие извне выборки,0.167495616,distributor,17708.578540488,0.000000000,3,False
100000002267998100,выход не покрыт входом: запросить входящие извне выборки,0.167101058,peripheral,50300.969286935,8982.402468489,2,False
100000008628231100,выход не покрыт входом: запросить входящие извне выборки,0.166666667,peripheral,50000.000000000,0.000000000,1,False
100000003321423100,поздние поступления: запросить переводы за август,0.164204073,terminal,10536.453267731,10536.453267731,2,False
100000001141268100,поздние поступления: запросить переводы за август,0.162902767,terminal,12864.313293462,12596.306766515,3,False
100000000795129100,поздние поступления: запросить переводы за август,0.161115513,terminal,14509.855338490,14509.855338490,2,False
100000002956898100,поздние поступления: запросить переводы за август,0.159117959,terminal,11204.808529260,11204.808529260,2,False
100000001677929100,выход не покрыт входом: запросить входящие извне выборки,0.159040418,peripheral,45000.000000000,45000.000000000,2,False
100000004816564100,поздние поступления: запросить переводы за август,0.157109034,terminal,13728.535360229,13488.088825266,2,False
100000000437046100,выход не покрыт входом: запросить входящие извне выборки,0.153571613,distributor,7217.706200672,3.776489727,2,False
100000005242320100,выход не покрыт входом: запросить входящие извне выборки,0.147884218,distributor,9900.000000000,0.000000000,2,False
100000008489922100,выход не покрыт входом: запросить входящие извне выборки,0.144151323,distributor,7199.762708661,0.000000000,3,False
100000001611488100,поздние поступления: запросить переводы за август,0.140509164,terminal,6000.000000000,6000.000000000,3,False
100000005339662100,выход не покрыт входом: запросить входящие извне выборки,0.137688769,peripheral,33504.459695378,1875.130474508,1,False
100000003159641100,выход не покрыт входом: запросить входящие извне выборки,0.133078476,consolidator,6721.339604888,0.000000000,2,False
100000004737764100,поздние поступления: запросить переводы за август,0.130688679,terminal,9530.201342282,9530.201342282,3,False
100000008205937100,поздние поступления: запросить переводы за август,0.129765421,terminal,7808.402059649,7808.402059649,2,False
100000002956779100,поздние поступления: запросить переводы за август,0.128094049,terminal,9194.630872483,9194.630872483,3,False
100000004527381100,выход не покрыт входом: запросить входящие извне выборки,0.127622427,peripheral,29154.430900066,0.000000000,2,False
100000003796063100,выход не покрыт входом: запросить входящие извне выборки,0.125987092,distributor,10500.550765425,10500.550765425,3,False
100000002731501100,выход не покрыт входом: запросить входящие извне выборки,0.123914560,distributor,11567.978807685,0.000000000,1,False
100000005910114100,выход не покрыт входом: запросить входящие извне выборки,0.123063863,distributor,6506.582525559,0.000000000,3,False
100000000089154100,выход не покрыт входом: запросить входящие извне выборки,0.121731746,distributor,10000.000000000,0.000000000,1,False
100000005634552100,выход не покрыт входом: запросить входящие извне выборки,0.118915091,peripheral,25850.000000000,25850.000000000,1,False
100000008547948100,выход не покрыт входом: запросить входящие извне выборки,0.112508950,distributor,5611.298129466,0.000000000,2,False
100000003001564100,выход не покрыт входом: запросить входящие извне выборки,0.112077886,peripheral,23520.000000000,0.000000000,1,False
100000004784224100,выход не покрыт входом: запросить входящие извне выборки,0.112016310,peripheral,23500.000000000,0.000000000,1,False
100000003873332100,выход не покрыт входом: запросить входящие извне выборки,0.111917679,peripheral,23468.000000000,0.000000000,1,False
100000004993576100,поздние поступления: запросить переводы за август,0.111378578,terminal,7298.632052795,7298.632052795,2,False
100000005507142100,выход не покрыт входом: запросить входящие извне выборки,0.110459639,peripheral,23000.000000000,0.000000000,2,False
100000003616818100,выход не покрыт входом: запросить входящие извне выборки,0.109971897,peripheral,22845.537830424,15702.680687567,1,False
100000002748180100,выход не покрыт входом: запросить входящие извне выборки,0.109684258,distributor,9900.000000000,0.000000000,1,False
100000002548759100,поздние поступления: запросить переводы за август,0.108536612,terminal,6070.013738321,6070.013738321,3,False
100000008466579100,выход не покрыт входом: запросить входящие извне выборки,0.104772242,distributor,6031.191186773,0.000000000,2,False
100000002224132100,выход не покрыт входом: запросить входящие извне выборки,0.102409317,peripheral,20579.077679165,0.000000000,2,False
100000008710843100,выход не покрыт входом: запросить входящие извне выборки,0.097055625,distributor,5902.883776794,0.000000000,2,False
100000004160650100,выход не покрыт входом: запросить входящие извне выборки,0.096821622,distributor,5388.892174628,0.000000000,2,False
100000007442518100,выход не покрыт входом: запросить входящие извне выборки,0.093596157,distributor,6006.578913386,0.000000000,1,False
100000001526235100,выход не покрыт входом: запросить входящие извне выборки,0.093390291,distributor,7904.445116420,0.000000000,2,False
100000005782781100,выход не покрыт входом: запросить входящие извне выборки,0.091229886,distributor,5790.940180320,0.000000000,2,False
100000005664922100,выход не покрыт входом: запросить входящие извне выборки,0.088579820,peripheral,17000.000000000,17000.000000000,2,False
100000005767403100,граница обхода: запросить исходящие переводы,0.086864162,peripheral,16601.792381707,16601.792381707,4,False
100000005140601100,выход не покрыт входом: запросить входящие извне выборки,0.076846337,peripheral,14455.996229573,5770.996229573,2,False
100000000490383100,выход не покрыт входом: запросить входящие извне выборки,0.073436934,distributor,6000.000000000,0.000000000,2,False
100000004722765100,выход не покрыт входом: запросить входящие извне выборки,0.066981659,peripheral,12614.207099687,0.000000000,3,False
100000008003034100,выход не покрыт входом: запросить входящие извне выборки,0.064570904,peripheral,12201.000000000,0.000000000,1,False
100000005075949100,граница обхода: запросить исходящие переводы,0.063764133,peripheral,12065.763312744,12065.763312744,4,False
100000002681449100,выход не покрыт входом: запросить входящие извне выборки,0.062762826,peripheral,11900.000000000,0.000000000,1,False
100000004398811100,выход не покрыт входом: запросить входящие извне выборки,0.046688679,peripheral,9530.201342282,0.000000000,2,False
100000008625905100,выход не покрыт входом: запросить входящие извне выборки,0.021414306,peripheral,6721.339604888,6721.339604888,3,False
100000005958064100,выход не покрыт входом: запросить входящие извне выборки,0.010065936,peripheral,5746.000000000,0.000000000,1,False
