gid,role,role_score,cluster_id,priority_score,evidence,secondary_role,patterns,data_gap,depth,is_seed,in_deg,in_kzt,in_tx,out_deg,out_kzt,out_tx,pass_through,truncated_by_depth,seed_in_deg,in_days,out_days,fast_kzt,fast_share,early_in_share,max_payers_day,sync_days,split_days,return_flows,stable_routes,seed_in_total_kzt,seed_in_kzt,seed_self_return_kzt,seed_out_kzt,seed_forwarded_kzt,seed_origin_kzt,seed_kept_kzt,seed_sources,same_day_cycle_in_kzt,seed_share_in,seed_forwarded_share,external_share,from_fan_share,similar_segment,similar_n,similar_p_terminal,money_score,sources_score,role_weight,role_part
100000000369781100,peripheral,0.200000000,6,0.000000000,"4-е колено, выход не виден. Из 376 похожих узлов выход ≤10% у 64% — мало для вывода. Получил 5 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,5000.000000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000375150100,peripheral,0.200000000,13,0.000000000,"4-е колено, выход не виден. Из 376 похожих узлов выход ≤10% у 64% — мало для вывода. Получил 300 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,300000.000000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000404740100,peripheral,0.200000000,25,0.000000000,"4-е колено, выход не виден. Из 376 похожих узлов выход ≤10% у 64% — мало для вывода. Получил 25 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,25000.000000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000408846100,peripheral,0.500000000,26,0.000000000,"Гипотеза. Периферия: получил 40 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,3,False,1,40500.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,17.873048063,17.873048063,0.000000000,0.000000000,0.000000000,0.000000000,17.873048063,0,0.000000000,0.000441310,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000413678100,peripheral,0.500000000,4,0.000000000,"Гипотеза. Периферия: получил 306 тыс. ₸ (2 перевода), отдал 528 тыс. ₸ (172%) 3 получателям; признаков ролей не выявлено.",,stable_route,,3,False,2,306500.000000000,2,3,528198.000000000,18,1.723321370,False,0,1,15,77999.000000000,0.254482871,1.000000000,2,0,0,0,2,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,0.473305465,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.000000000,0.000000000
100000000424935100,peripheral,0.200000000,28,0.000000000,"4-е колено, выход не виден. Из 376 похожих узлов выход ≤10% у 64% — мало для вывода. Получил 15 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,15000.000000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000425407100,peripheral,0.500000000,3,0.000000000,"Гипотеза. Периферия: получил 20 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,2,False,1,20000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,3308.358208955,3308.358208955,0.000000000,0.000000000,0.000000000,0.000000000,3308.358208955,0,0.000000000,0.165417910,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000437046100,distributor,0.705556000,1,0.153571613,"Гипотеза. Веер: 42 получателя, 73 перевода, 7,6 млн ₸; из сети получил 1,1 млн ₸; 86% выхода — не из наблюдаемой сети; денег seed ≈7 тыс. ₸ от 1 seed.",,external_funding;fast_transit;sync_inflow;split;return_flow;stable_route;late_inflow,выход не покрыт входом: запросить входящие извне выборки,2,False,9,1107200.000000000,20,42,7606224.000000000,73,6.869783237,False,0,12,19,992368.000000000,0.896286127,0.682080925,3,1,2,6,16,7217.706200672,7217.706200672,0.000000000,7213.929710945,7213.929710945,0.000000000,3.776489727,1,0.000000000,0.006518882,0.999476774,0.862846138,0.590679191,"3+ дней, от «веера»",142,0.422535211,0.053143065,0.000000000,0.600000000,0.423333600
100000000440392100,terminal,0.700000000,5,0.367854254,"Гипотеза. Конечный получатель: получил 106 тыс. ₸ от 1 плательщика, отдал 0%; до 24.07 пришло 100%; денег seed ≈106 тыс. ₸ от 1 seed.",,,"модельный остаток seed: проверить остаток, межбанк и наличные",1,False,1,105705.000000000,4,0,0.000000000,0,0.000000000,False,1,4,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,105705.000000000,105705.000000000,0.000000000,0.000000000,0.000000000,0.000000000,105705.000000000,1,0.000000000,1.000000000,0.000000000,,1.000000000,"3+ дней, от «веера»",142,0.422535211,0.441708509,0.000000000,0.700000000,0.490000000
100000000456947100,peripheral,0.100000000,70,0.000000000,Нет переводов в выгрузке: 0 входящих и 0 исходящих — роль неизвестна. Seed: вход неполон.,,seed;isolated,нет переводов: запросить выписку за другой период и каналы,0,True,0,0.000000000,0,0,0.000000000,0,,False,0,0,0,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000470237100,peripheral,0.200000000,28,0.000000000,"4-е колено, выход не виден. Из 376 похожих узлов выход ≤10% у 64% — мало для вывода. Получил 32 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,32500.000000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,0.000000000,1,0,0,0,0,2537.338764426,2537.338764426,0.000000000,0.000000000,0.000000000,0.000000000,2537.338764426,0,0.000000000,0.078071962,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000481716100,peripheral,0.500000000,8,0.000000000,"Гипотеза. Периферия: получил 8 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,3,False,1,8000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000489417100,consolidator,0.365000000,13,0.197246126,"Гипотеза. Сбор: 3 плательщика, 3 перевода, 74 тыс. ₸ → 1 получатель; отдал 109%; денег seed ≈20 тыс. ₸ от 1 seed.",transit,,,2,False,3,73504.000000000,3,1,80000.000000000,1,1.088376143,False,0,2,1,20000.000000000,0.272094036,1.000000000,2,0,0,0,0,19550.000000000,19550.000000000,0.000000000,0.000000000,0.000000000,0.000000000,19550.000000000,1,0.000000000,0.265971920,0.000000000,0.750000000,0.659882455,"2 дня, от «веера»",137,0.576642336,0.197392252,0.000000000,0.900000000,0.328500000
100000000490383100,distributor,0.334667000,5,0.073436934,"Гипотеза. Веер: 8 получателей, 9 переводов, 461 тыс. ₸; из сети получил 63 тыс. ₸; 86% выхода — не из наблюдаемой сети; денег seed ≈6 тыс. ₸ от 1 seed.",,external_funding,выход не покрыт входом: запросить входящие извне выборки,2,False,3,62600.000000000,3,8,461375.000000000,9,7.370207668,False,0,3,7,5000.000000000,0.079872204,1.000000000,1,0,0,0,0,6000.000000000,6000.000000000,0.000000000,6000.000000000,6000.000000000,0.000000000,0.000000000,1,0.000000000,0.095846645,1.000000000,0.864318613,0.000000000,"3+ дней, не от «веера»",140,0.321428571,0.026393749,0.000000000,0.600000000,0.200800200
100000000500040100,terminal,0.234148000,1,0.049171080,"4-е колено, выход не виден. У 81% из 839 похожих узлов 1–3 колена видимый выход ≤10% входа. Получил 20 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,20000.000000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,0.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,1.000000000,"1 день, от «веера»",839,0.806912992,0.000000000,0.000000000,0.700000000,0.163903600
100000000507799100,peripheral,0.500000000,37,0.001886107,"Гипотеза. Периферия: получил 5 тыс. ₸ (1 перевод), отдал 8 тыс. ₸ (156%) 1 получателю; денег seed ≈5 тыс. ₸ от 1 seed; признаков ролей не выявлено.",,,,1,False,1,5132.000000000,1,1,8000.000000000,1,1.558846454,False,1,1,1,0.000000000,0.000000000,1.000000000,1,0,0,0,0,5132.000000000,5132.000000000,0.000000000,5132.000000000,5132.000000000,0.000000000,0.000000000,1,0.000000000,1.000000000,1.000000000,0.358500000,1.000000000,"1 день, от «веера»",839,0.806912992,0.003772214,0.000000000,0.000000000,0.000000000
100000000533217100,peripheral,0.500000000,1,0.000000000,"Гипотеза. Периферия: получил 54 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,2,False,1,53587.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000534581100,peripheral,0.500000000,4,0.000000000,"Гипотеза. Периферия: получил 56 тыс. ₸ (2 перевода), отдал 40 тыс. ₸ (71%) 1 получателю; признаков ролей не выявлено.",,late_inflow,,3,False,2,55960.000000000,2,1,40000.000000000,1,0.714796283,False,0,2,1,0.000000000,0.000000000,0.160614725,1,0,0,0,0,777.992153126,777.992153126,0.000000000,635.602644738,635.602644738,0.000000000,142.389508388,0,0.000000000,0.013902647,0.816978220,0.775300000,1.000000000,"2 дня, от «веера»",137,0.576642336,0.000000000,0.000000000,0.000000000,0.000000000
100000000542087100,peripheral,0.200000000,35,0.000000000,"4-е колено, выход не виден. Из 376 похожих узлов выход ≤10% у 64% — мало для вывода. Получил 9 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,8506.910000000,1,0,0.000000000,0,,True,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
100000000552584100,terminal,0.650000000,23,0.180437876,"Гипотеза. Конечный получатель: получил 2,5 млн ₸ от 1 плательщика, отдал 2%; до 24.07 пришло 100%; денег seed ≈9 тыс. ₸ от 1 seed.",,return_flow,,3,False,1,2500000.000000000,3,1,57500.000000000,1,0.023000000,False,0,2,1,0.000000000,0.000000000,1.000000000,1,0,0,1,0,9174.813835682,9174.813835682,0.000000000,260.507671909,260.507671909,0.000000000,8914.306163773,1,0.000000000,0.003669926,0.028393783,0.000000000,0.000000000,"2 дня, не от «веера»",89,0.449438202,0.087875752,0.000000000,0.700000000,0.455000000
100000000555721100,terminal,0.650000000,1,0.349625600,"Гипотеза. Конечный получатель: получил 113 тыс. ₸ от 2 плательщиков, отдал 0%; до 24.07 пришло 100%; денег seed ≈95 тыс. ₸ от 1 seed.",,,,1,False,2,113000.000000000,3,0,0.000000000,0,0.000000000,False,1,2,0,0.000000000,0.000000000,1.000000000,2,0,0,0,0,95000.000000000,95000.000000000,0.000000000,0.000000000,0.000000000,0.000000000,95000.000000000,1,0.000000000,0.840707965,0.000000000,,1.000000000,"2 дня, от «веера»",137,0.576642336,0.426251200,0.000000000,0.700000000,0.455000000
100000000557536100,peripheral,0.200000000,35,0.000000000,"4-е колено, выход не виден. Из 140 похожих узлов выход ≤10% у 32% — мало для вывода. Получил 153 тыс. ₸.",,boundary,граница обхода: запросить исходящие переводы,4,False,1,153000.000000000,7,0,0.000000000,0,,True,0,6,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"3+ дней, не от «веера»",140,0.321428571,0.000000000,0.000000000,0.000000000,0.000000000
100000000560751100,peripheral,0.500000000,13,0.000000000,"Гипотеза. Периферия: получил 25 тыс. ₸ (1 перевод), отдал 0 ₸ (0%) 0 получателям; признаков ролей не выявлено.",,,,3,False,1,25000.000000000,1,0,0.000000000,0,0.000000000,False,0,1,0,0.000000000,0.000000000,1.000000000,1,0,0,0,0,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0.000000000,0.000000000,0.000000000,,0.000000000,"1 день, не от «веера»",376,0.643617021,0.000000000,0.000000000,0.000000000,0.000000000
