src,dst,sum_kzt,n_tx,seed_kzt,seed_share
100000000267734100,100000002842337100,50000.000000000,1,2083.333333333,0.041666667
100000000267734100,100000003188607100,18000.000000000,1,9000.000000000,0.500000000
100000000267734100,100000004573782100,15000.000000000,1,7500.000000000,0.500000000
100000000267734100,100000004687099100,30000.000000000,1,30000.000000000,1.000000000
100000000267734100,100000007861311100,45000.000000000,1,45000.000000000,1.000000000
100000000274067100,100000002958343100,2900000.000000000,4,217704.000000000,0.075070345
100000000274067100,100000005608515100,64000.000000000,4,0.000000000,0.000000000
100000000274067100,100000006490557100,5000.000000000,1,403.155555556,0.080631111
100000000288317100,100000000018102100,7000.000000000,1,0.000000000,0.000000000
100000000288317100,100000006416061100,30000.000000000,1,0.000000000,0.000000000
100000000288317100,100000006866831100,16500.000000000,1,0.000000000,0.000000000
100000000291906100,100000000291908100,295500.000000000,5,1969.072164948,0.006663527
100000000291906100,100000004670388100,160354.000000000,1,0.000000000,0.000000000
100000000291908100,100000004691350100,13300.000000000,1,0.000000000,0.000000000
100000000297649100,100000001899164100,70600.000000000,2,3354.208020365,0.047510029
100000000331309100,100000000413678100,156500.000000000,1,0.000000000,0.000000000
100000000331309100,100000000878006100,47003.000000000,1,0.000000000,0.000000000
100000000331309100,100000001009583100,393740.000000000,1,0.000000000,0.000000000
100000000331309100,100000001046626100,150000.000000000,1,0.000000000,0.000000000
100000000331309100,100000001072022100,624000.000000000,3,0.000000000,0.000000000
100000000331309100,100000001222263100,745570.000000000,1,0.000000000,0.000000000
100000000331309100,100000001227106100,164765.000000000,1,0.000000000,0.000000000
100000000331309100,100000001236706100,35800.000000000,1,0.000000000,0.000000000
100000000331309100,100000001252290100,141005.000000000,1,0.000000000,0.000000000
100000000331309100,100000001330685100,2071530.000000000,5,-0.000000000,0.000000000
100000000331309100,100000001384826100,364260.000000000,1,0.000000000,0.000000000
100000000331309100,100000001530983100,104000.000000000,1,0.000000000,0.000000000
100000000331309100,100000001611488100,506300.000000000,2,-0.000000000,0.000000000
100000000331309100,100000001637376100,116700.000000000,1,0.000000000,0.000000000
100000000331309100,100000001689968100,188767.000000000,1,0.000000000,0.000000000
100000000331309100,100000001714413100,250172.000000000,1,0.000000000,0.000000000
100000000331309100,100000001835625100,75130.000000000,1,0.000000000,0.000000000
100000000331309100,100000001875167100,1000000.000000000,2,0.000000000,0.000000000
100000000331309100,100000002015633100,94970.000000000,1,25156.757944728,0.264891628
100000000331309100,100000002241986100,280000.000000000,1,0.000000000,0.000000000
100000000331309100,100000002284426100,90000.000000000,2,0.000000000,0.000000000
100000000331309100,100000002356167100,300000.000000000,1,0.000000000,0.000000000
100000000331309100,100000002433697100,130000.000000000,1,0.000000000,0.000000000
100000000331309100,100000002459240100,150000.000000000,1,0.000000000,0.000000000
100000000331309100,100000002556775100,300000.000000000,1,0.000000000,0.000000000
100000000331309100,100000002567887100,50915.000000000,1,0.000000000,0.000000000
100000000331309100,100000002581346100,166400.000000000,1,0.000000000,0.000000000
100000000331309100,100000002628576100,634585.000000000,2,0.000000000,0.000000000
100000000331309100,100000002653948100,85200.000000000,1,0.000000000,0.000000000
100000000331309100,100000002704875100,101665.000000000,1,0.000000000,0.000000000
100000000331309100,100000002755292100,203400.000000000,1,0.000000000,0.000000000
100000000331309100,100000002807334100,54715.000000000,1,0.000000000,0.000000000
100000000331309100,100000002842321100,160000.000000000,1,0.000000000,0.000000000
100000000331309100,100000002983879100,85950.000000000,1,0.000000000,0.000000000
100000000331309100,100000002990675100,51143.000000000,1,0.000000000,0.000000000
100000000331309100,100000003035737100,453600.000000000,2,0.000000000,0.000000000
100000000331309100,100000003044431100,30000.000000000,1,-0.000000000,0.000000000
100000000331309100,100000003105929100,429567.000000000,2,0.000000000,0.000000000
100000000331309100,100000003115284100,600000.000000000,2,0.000000000,0.000000000
100000000331309100,100000003116106100,494050.000000000,2,0.000000000,0.000000000
100000000331309100,100000003134474100,116000.000000000,1,0.000000000,0.000000000
100000000331309100,100000003149149100,245000.000000000,1,0.000000000,0.000000000
100000000331309100,100000003171587100,500000.000000000,1,0.000000000,0.000000000
100000000331309100,100000003242795100,111000.000000000,1,0.000000000,0.000000000
100000000331309100,100000003293377100,50000.000000000,1,0.000000000,0.000000000
100000000331309100,100000003457710100,326555.000000000,1,0.000000000,0.000000000
100000000331309100,100000003486970100,150000.000000000,1,-0.000000000,0.000000000
100000000331309100,100000003610172100,70000.000000000,1,0.000000000,0.000000000
100000000331309100,100000003647799100,100000.000000000,1,0.000000000,0.000000000
100000000331309100,100000003760160100,104470.000000000,1,0.000000000,0.000000000
100000000331309100,100000003814002100,30000.000000000,1,-0.000000000,0.000000000
100000000331309100,100000003888197100,83167.000000000,1,22030.242055272,0.264891628
100000000331309100,100000004004621100,25028.000000000,1,0.000000000,0.000000000
100000000331309100,100000004077081100,140000.000000000,1,0.000000000,0.000000000
100000000331309100,100000004114962100,140000.000000000,1,0.000000000,0.000000000
100000000331309100,100000004278574100,25000.000000000,1,0.000000000,0.000000000
100000000331309100,100000004299488100,360000.000000000,3,-0.000000000,0.000000000
100000000331309100,100000004315838100,25000.000000000,1,0.000000000,0.000000000
100000000331309100,100000004450649100,140970.000000000,1,0.000000000,0.000000000
100000000331309100,100000004587414100,320200.000000000,1,0.000000000,0.000000000
100000000331309100,100000004657034100,141250.000000000,1,0.000000000,0.000000000
100000000331309100,100000004746397100,219520.000000000,1,0.000000000,0.000000000
100000000331309100,100000004759121100,220000.000000000,1,0.000000000,0.000000000
100000000331309100,100000004889043100,100000.000000000,1,0.000000000,0.000000000
100000000331309100,100000004906181100,100000.000000000,1,0.000000000,0.000000000
100000000331309100,100000004917367100,100000.000000000,1,0.000000000,0.000000000
100000000331309100,100000005182219100,30000.000000000,1,0.000000000,0.000000000
100000000331309100,100000005198906100,227970.000000000,1,0.000000000,0.000000000
100000000331309100,100000005409156100,189160.000000000,1,-0.000000000,0.000000000
100000000331309100,100000005527892100,30000.000000000,1,0.000000000,0.000000000
100000000331309100,100000005610717100,186200.000000000,1,0.000000000,0.000000000
100000000331309100,100000005756189100,65000.000000000,1,0.000000000,0.000000000
100000000331309100,100000005893892100,102780.000000000,1,-0.000000000,0.000000000
100000000331309100,100000006126743100,55000.000000000,1,0.000000000,0.000000000
100000000331309100,100000006225798100,280000.000000000,2,0.000000000,0.000000000
100000000331309100,100000006274203100,41200.000000000,1,0.000000000,0.000000000
100000000331309100,100000006530134100,121240.000000000,1,0.000000000,0.000000000
100000000331309100,100000006734214100,280000.000000000,3,-0.000000000,0.000000000
100000000331309100,100000006889963100,600000.000000000,2,0.000000000,0.000000000
100000000331309100,100000007055802100,450000.000000000,3,-0.000000000,0.000000000
100000000331309100,100000007138613100,470000.000000000,1,0.000000000,0.000000000
100000000331309100,100000007597382100,15700.000000000,1,-0.000000000,0.000000000
100000000331309100,100000007863304100,25000.000000000,1,0.000000000,0.000000000
100000000331309100,100000008038077100,499850.000000000,2,0.000000000,0.000000000
100000000331309100,100000008192264100,162810.000000000,1,0.000000000,0.000000000
100000000331309100,100000008238112100,190000.000000000,1,0.000000000,0.000000000
100000000331309100,100000008295429100,352000.000000000,1,0.000000000,0.000000000
100000000331309100,100000008324800100,110000.000000000,2,0.000000000,0.000000000
100000000331309100,100000008438656100,25000.000000000,1,0.000000000,0.000000000
100000000331309100,100000008472324100,205200.000000000,1,0.000000000,0.000000000
100000000331309100,100000008490127100,431755.000000000,2,0.000000000,0.000000000
100000000331309100,100000008532050100,455156.000000000,1,0.000000000,0.000000000
100000000331309100,100000008560717100,304000.000000000,2,-0.000000000,0.000000000
100000000331309100,100000008568512100,199640.000000000,1,-0.000000000,0.000000000
100000000331309100,100000008576528100,28000.000000000,1,0.000000000,0.000000000
100000000331309100,100000008579978100,34000.000000000,1,0.000000000,0.000000000
100000000331309100,100000008686313100,373042.000000000,2,0.000000000,0.000000000
100000000331309100,100000008722417100,331900.000000000,1,0.000000000,0.000000000
100000000331309100,100000008747113100,105210.000000000,1,0.000000000,0.000000000
100000000332284100,100000001611488100,273000.000000000,1,6000.000000000,0.021978022
100000000332284100,100000002513028100,9500.000000000,1,-0.000000000,0.000000000
100000000332284100,100000008097580100,7000.000000000,1,-0.000000000,0.000000000
100000000343175100,100000000979923100,97900.000000000,1,97900.000000000,1.000000000
100000000343175100,100000001463701100,248000.000000000,1,248000.000000000,1.000000000
100000000343175100,100000001899164100,21050.000000000,1,21050.000000000,1.000000000
100000000343175100,100000001924185100,115000.000000000,1,115000.000000000,1.000000000
100000000343175100,100000002596035100,231570.000000000,1,231570.000000000,1.000000000
100000000343175100,100000002605548100,93480.000000000,1,93480.000000000,1.000000000
100000000343175100,100000002618492100,178000.000000000,1,178000.000000000,1.000000000
100000000343175100,100000002720627100,199300.000000000,1,199300.000000000,1.000000000
100000000343175100,100000002760175100,187410.000000000,1,187410.000000000,1.000000000
100000000343175100,100000002774456100,50363.000000000,1,50363.000000000,1.000000000
100000000343175100,100000002894076100,80000.000000000,1,80000.000000000,1.000000000
100000000343175100,100000002941114100,25000.000000000,1,25000.000000000,1.000000000
100000000343175100,100000002957306100,209500.000000000,1,209500.000000000,1.000000000
100000000343175100,100000003014659100,280000.000000000,1,280000.000000000,1.000000000
100000000343175100,100000003115284100,622000.000000000,3,622000.000000000,1.000000000
100000000343175100,100000003635170100,25000.000000000,1,25000.000000000,1.000000000
100000000343175100,100000003809101100,146050.000000000,1,146050.000000000,1.000000000
100000000343175100,100000004105288100,25000.000000000,1,25000.000000000,1.000000000
100000000343175100,100000004318918100,75600.000000000,1,75600.000000000,1.000000000
100000000343175100,100000004388353100,34960.000000000,1,34960.000000000,1.000000000
100000000343175100,100000004677680100,45000.000000000,1,45000.000000000,1.000000000
100000000343175100,100000005897462100,98400.000000000,1,98400.000000000,1.000000000
100000000343175100,100000006445501100,91000.000000000,1,91000.000000000,1.000000000
100000000343175100,100000006745291100,82534.000000000,1,82534.000000000,1.000000000
100000000343175100,100000006789108100,37500.000000000,1,37500.000000000,1.000000000
100000000343175100,100000006889963100,220000.000000000,1,220000.000000000,1.000000000
100000000343175100,100000006972210100,93555.000000000,1,93555.000000000,1.000000000
100000000343175100,100000007129492100,25990.000000000,1,25990.000000000,1.000000000
100000000343175100,100000007334196100,150002.000000000,1,150002.000000000,1.000000000
100000000343175100,100000007908818100,165875.000000000,1,165875.000000000,1.000000000
100000000343175100,100000008728457100,45000.000000000,1,45000.000000000,1.000000000
100000000413678100,100000002968096100,70000.000000000,1,0.000000000,0.000000000
100000000413678100,100000003985389100,422698.000000000,16,0.000000000,0.000000000
100000000413678100,100000007960337100,35500.000000000,1,0.000000000,0.000000000
100000000437046100,100000000254336100,27589.000000000,1,0.000000000,0.000000000
100000000437046100,100000000287768100,35168.000000000,1,0.000000000,0.000000000
100000000437046100,100000000802149100,104128.000000000,1,0.000000000,0.000000000
100000000437046100,100000001279272100,250000.000000000,1,0.000000000,0.000000000
100000000437046100,100000001726614100,138717.000000000,1,0.000000000,0.000000000
100000000437046100,100000001745217100,50000.000000000,1,0.000000000,0.000000000
100000000437046100,100000001784279100,35674.000000000,1,0.000000000,0.000000000
100000000437046100,100000001837130100,172900.000000000,1,0.000000000,0.000000000
100000000437046100,100000002373144100,46468.000000000,1,0.000000000,0.000000000
100000000437046100,100000002663511100,268940.000000000,1,0.000000000,0.000000000
100000000437046100,100000002681449100,82738.000000000,1,-0.000000000,0.000000000
100000000437046100,100000002904919100,60325.000000000,1,0.000000000,0.000000000
100000000437046100,100000003115284100,300000.000000000,1,-0.000000000,0.000000000
100000000437046100,100000003159641100,20000.000000000,1,0.000000000,0.000000000
100000000437046100,100000003204491100,140000.000000000,1,2267.487710599,0.016196341
100000000437046100,100000003795588100,400000.000000000,2,941.619943384,0.002354050
100000000437046100,100000003834495100,327441.000000000,3,478.332669338,0.001460821
100000000437046100,100000004070318100,90000.000000000,1,0.000000000,0.000000000
100000000437046100,100000004071444100,247350.000000000,1,0.000000000,0.000000000
100000000437046100,100000004184158100,203805.000000000,1,0.000000000,0.000000000
100000000437046100,100000004299488100,185000.000000000,4,566.871927650,0.003064173
100000000437046100,100000004587414100,213403.000000000,1,0.000000000,0.000000000
100000000437046100,100000004726132100,349000.000000000,1,0.000000000,0.000000000
100000000437046100,100000004759121100,150000.000000000,2,0.000000000,0.000000000
100000000437046100,100000005124479100,88947.000000000,1,0.000000000,0.000000000
100000000437046100,100000005610717100,128200.000000000,3,0.000000000,0.000000000
100000000437046100,100000005830339100,70186.000000000,2,0.000000000,0.000000000
100000000437046100,100000006165886100,80414.000000000,1,4.746747189,0.000059029
100000000437046100,100000006889963100,300000.000000000,1,0.000000000,0.000000000
100000000437046100,100000006894637100,52831.000000000,1,0.000000000,0.000000000
100000000437046100,100000006989232100,22194.000000000,1,216.177518035,0.009740359
100000000437046100,100000007055802100,1015000.000000000,16,176.553739385,0.000173945
100000000437046100,100000007594394100,40385.000000000,1,0.000000000,0.000000000
100000000437046100,100000007639767100,27868.000000000,1,0.000000000,0.000000000
100000000437046100,100000007754369100,82424.000000000,1,0.000000000,0.000000000
100000000437046100,100000008293431100,15000.000000000,1,0.885432982,0.000059029
100000000437046100,100000008343874100,108185.000000000,1,0.000000000,0.000000000
100000000437046100,100000008560717100,40000.000000000,1,0.000000000,0.000000000
100000000437046100,100000008603629100,5000.000000000,1,0.000000000,0.000000000
100000000437046100,100000008686313100,1104983.000000000,6,-0.000000000,0.000000000
100000000437046100,100000008730371100,500000.000000000,2,2561.254022384,0.005122508
100000000437046100,100000008757369100,25961.000000000,1,0.000000000,0.000000000
100000000489417100,100000001236706100,80000.000000000,1,0.000000000,0.000000000
100000000490383100,100000000706545100,343500.000000000,1,0.000000000,0.000000000
100000000490383100,100000002600345100,5000.000000000,1,0.000000000,0.000000000
100000000490383100,100000003159641100,10000.000000000,2,6000.000000000,0.600000000
100000000490383100,100000003650146100,14400.000000000,1,0.000000000,0.000000000
100000000490383100,100000004948177100,48000.000000000,1,0.000000000,0.000000000
100000000490383100,100000007544358100,22500.000000000,1,0.000000000,0.000000000
100000000490383100,100000007591246100,12190.000000000,1,0.000000000,0.000000000
100000000490383100,100000008723830100,5785.000000000,1,0.000000000,0.000000000
100000000507799100,100000005911352100,8000.000000000,1,5132.000000000,0.641500000
100000000534581100,100000001220124100,40000.000000000,1,635.602644738,0.015890066
100000000552584100,100000004603109100,57500.000000000,1,260.507671909,0.004530568
100000000572276100,100000008745676100,34547.000000000,1,0.000000000,0.000000000
100000000580561100,100000003888271100,12177.000000000,2,12177.000000000,1.000000000
100000000580561100,100000005183943100,680900.000000000,9,680900.000000000,1.000000000
100000000580561100,100000007939160100,795000.000000000,2,795000.000000000,1.000000000
100000000583220100,100000004586598100,761255.000000000,4,6.837309276,0.000008982
100000000594783100,100000002224132100,60000.000000000,1,0.000000000,0.000000000
100000000594783100,100000004603109100,92500.000000000,1,227.759543020,0.002462265
100000000596954100,100000004539443100,39800.000000000,1,0.000000000,0.000000000
100000000596954100,100000004921657100,8300.000000000,1,0.000000000,0.000000000
100000000607731100,100000004192865100,66666.000000000,1,0.000000000,0.000000000
100000000607941100,100000003406094100,70000.000000000,4,0.000000000,0.000000000
100000000640800100,100000005553088100,17500.000000000,1,0.000000000,0.000000000
100000000640800100,100000008512827100,43439.000000000,1,0.000000000,0.000000000
100000000640800100,100000008695157100,425546.000000000,3,370.680313132,0.000871070
100000000640800100,100000008734279100,31650.000000000,1,0.000000000,0.000000000
100000000656682100,100000002599729100,65000.000000000,2,0.000000000,0.000000000
100000000656682100,100000008524903100,15000.000000000,1,0.000000000,0.000000000
100000000661912100,100000003131016100,405700.000000000,7,6017.492773597,0.014832371
100000000661912100,100000003246024100,25000.000000000,1,20876.084589753,0.835043384
100000000667713100,100000000343175100,10000.000000000,1,8006.098991321,0.800609899
100000000667713100,100000001290243100,10000.000000000,1,8006.098991321,0.800609899
100000000667713100,100000002481735100,22436.000000000,2,19325.078271954,0.861342408
100000000667713100,100000004186824100,14350.000000000,1,11488.752052545,0.800609899
100000000667713100,100000006069103100,9700.000000000,1,7765.916021581,0.800609899
100000000667713100,100000008636603100,12750.000000000,1,0.000000000,0.000000000
100000000673868100,100000001785161100,15000.000000000,1,0.000000000,0.000000000
100000000673868100,100000003173783100,23500.000000000,2,0.000000000,0.000000000
100000000673868100,100000004673335100,80000.000000000,1,0.000000000,0.000000000
100000000673868100,100000007442518100,115000.000000000,3,0.000000000,0.000000000
100000000673868100,100000008258083100,149500.000000000,12,0.000000000,0.000000000
100000000703894100,100000004463277100,35000.000000000,1,0.000000000,0.000000000
100000000706545100,100000006901046100,75800.000000000,3,51347.238918107,0.677404207
100000000723383100,100000002185328100,15000.000000000,1,0.000000000,0.000000000
100000000723383100,100000003154105100,60000.000000000,1,0.000000000,0.000000000
100000000724540100,100000005241556100,100000.000000000,1,0.000000000,0.000000000
100000000733451100,100000000375150100,300000.000000000,1,0.000000000,0.000000000
100000000749118100,100000000981693100,16500.000000000,1,0.000000000,0.000000000
100000000764836100,100000001598625100,25000.000000000,1,0.000000000,0.000000000
100000000764836100,100000002369454100,25000.000000000,1,17.296394614,0.000691856
100000000785800100,100000008601794100,19000.000000000,1,19000.000000000,1.000000000
100000000791285100,100000002404112100,60000.000000000,1,0.000000000,0.000000000
100000000791285100,100000005621418100,30000.000000000,1,0.000000000,0.000000000
100000000791285100,100000008461532100,560000.000000000,1,0.000000000,0.000000000
100000000806727100,100000001346560100,5000.000000000,1,0.000000000,0.000000000
100000000810551100,100000002205022100,7100.000000000,1,0.000000000,0.000000000
100000000831684100,100000004692798100,50000.000000000,3,14615.985253834,0.292319705
100000000838385100,100000000470237100,32500.000000000,1,2537.338764426,0.078071962
100000000838385100,100000008213966100,145000.000000000,5,23000.000000000,0.158620690
100000000850297100,100000006707582100,17520.000000000,1,0.000000000,0.000000000
100000000860514100,100000007811950100,50000.000000000,1,2598.721682111,0.051974434
100000000910216100,100000008489922100,52010.000000000,1,1168.571521888,0.022468208
100000000913911100,100000004737764100,600000.000000000,1,9530.201342282,0.015883669
100000000922570100,100000003922499100,50000.000000000,1,0.000000000,0.000000000
100000000926766100,100000001526235100,6000.000000000,1,0.000000000,0.000000000
100000000933075100,100000002193259100,40000.000000000,1,0.000000000,0.000000000
100000000933075100,100000002653187100,15000.000000000,1,0.000000000,0.000000000
100000000955529100,100000008556318100,63500.000000000,1,0.000000000,0.000000000
100000000976943100,100000004601193100,84000.000000000,3,0.000000000,0.000000000
100000001049200100,100000003016635100,5000.000000000,1,1014.000000000,0.202800000
100000001049200100,100000004156082100,21000.000000000,2,0.000000000,0.000000000
100000001049200100,100000005619339100,5000.000000000,1,0.000000000,0.000000000
100000001049200100,100000008144528100,5000.000000000,1,5000.000000000,1.000000000
100000001052945100,100000001131403100,1570000.000000000,3,0.000000000,0.000000000
100000001052945100,100000004616845100,20200.000000000,2,0.000000000,0.000000000
100000001052945100,100000005146665100,5500.000000000,1,0.000000000,0.000000000
100000001063678100,100000001275557100,20000.000000000,1,0.000000000,0.000000000
100000001063678100,100000008027922100,70000.000000000,1,0.000000000,0.000000000
100000001066017100,100000002597074100,8000.000000000,1,0.000000000,0.000000000
100000001066017100,100000003091142100,40000.000000000,1,0.000000000,0.000000000
100000001066017100,100000004788983100,27000.000000000,1,0.000000000,0.000000000
100000001066017100,100000004848236100,7500.000000000,1,0.000000000,0.000000000
100000001073568100,100000000803368100,139503.000000000,1,0.000000000,0.000000000
100000001073568100,100000004500444100,80000.000000000,2,0.000000000,0.000000000
100000001102676100,100000003684369100,50000.000000000,1,0.000000000,0.000000000
100000001126374100,100000000967918100,21200.000000000,3,3738.327688118,0.176336212
100000001126374100,100000005730108100,8000.000000000,1,3555.555555556,0.444444444
100000001138283100,100000004177936100,10000.000000000,1,0.000000000,0.000000000
100000001138283100,100000008603629100,40000.000000000,1,0.000000000,0.000000000
100000001141268100,100000002540033100,10000.000000000,1,268.006526947,0.026800653
100000001162560100,100000001380986100,70170.000000000,1,0.000000000,0.000000000
100000001162560100,100000001541418100,50000.000000000,1,0.000000000,0.000000000
100000001162560100,100000002443664100,74880.000000000,1,57045.033112583,0.761819352
100000001162560100,100000002633701100,266850.000000000,1,0.000000000,0.000000000
100000001162560100,100000002718366100,419200.000000000,1,0.000000000,0.000000000
100000001162560100,100000002748532100,128783.000000000,1,0.000000000,0.000000000
100000001162560100,100000003034546100,486715.000000000,2,0.000000000,0.000000000
100000001162560100,100000003089018100,230000.000000000,1,0.000000000,0.000000000
100000001162560100,100000004225615100,90000.000000000,2,0.000000000,0.000000000
100000001162560100,100000005402643100,127800.000000000,1,0.000000000,0.000000000
100000001162560100,100000008418934100,360000.000000000,1,274254.966887417,0.761819352
100000001162560100,100000008497298100,600000.000000000,1,0.000000000,0.000000000
100000001166289100,100000002733905100,25000.000000000,1,178.306770379,0.007132271
100000001169666100,100000004655046100,24000.000000000,1,0.000000000,0.000000000
100000001222263100,100000001222245100,420000.000000000,5,0.000000000,0.000000000
100000001223977100,100000008461217100,18000.000000000,1,0.000000000,0.000000000
100000001229743100,100000003481025100,9000.000000000,1,0.000000000,0.000000000
100000001232297100,100000005074393100,30000.000000000,1,0.000000000,0.000000000
100000001232297100,100000005882013100,15000.000000000,1,199.743512034,0.013316234
100000001236706100,100000003370425100,20000.000000000,1,0.000000000,0.000000000
100000001236706100,100000007653094100,16000.000000000,1,0.000000000,0.000000000
100000001252290100,100000000369781100,5000.000000000,1,0.000000000,0.000000000
100000001279272100,100000000331309100,130000.000000000,1,0.000000000,0.000000000
100000001279272100,100000001297206100,6758.000000000,1,0.000000000,0.000000000
100000001287955100,100000004015047100,89300.000000000,2,0.000000000,0.000000000
100000001287955100,100000005242320100,185700.000000000,1,0.000000000,0.000000000
100000001287955100,100000007333038100,17500.000000000,1,0.000000000,0.000000000
100000001287955100,100000008460102100,17500.000000000,1,0.000000000,0.000000000
100000001317336100,100000000733940100,752000.000000000,2,0.000000000,0.000000000
100000001317336100,100000005042822100,1000000.000000000,1,0.000000000,0.000000000
100000001330595100,100000002257794100,154000.000000000,1,0.000000000,0.000000000
100000001330685100,100000002087788100,100500.000000000,1,0.000000000,0.000000000
100000001346560100,100000004959752100,22200.000000000,1,5000.000000000,0.225225225
100000001363952100,100000002779485100,91000.000000000,2,10000.000000000,0.109890110
100000001373265100,100000002994441100,5000.000000000,1,0.000000000,0.000000000
100000001380054100,100000001782980100,50000.000000000,1,0.000000000,0.000000000
100000001380054100,100000005077484100,150000.000000000,1,0.000000000,0.000000000
100000001380054100,100000006232815100,160000.000000000,2,50000.000000000,0.312500000
100000001382002100,100000005584222100,56500.000000000,3,0.000000000,0.000000000
100000001384826100,100000002728246100,10000.000000000,1,0.000000000,0.000000000
100000001427082100,100000000655469100,20000.000000000,2,3026.252046100,0.151312602
100000001427082100,100000002448088100,5000.000000000,1,0.000000000,0.000000000
100000001427082100,100000002478829100,34000.000000000,1,0.000000000,0.000000000
100000001427082100,100000004777215100,60000.000000000,1,0.000000000,0.000000000
100000001427082100,100000008321975100,5900.000000000,1,0.000000000,0.000000000
100000001439416100,100000002741024100,10000.000000000,1,0.000000000,0.000000000
100000001439416100,100000007511780100,155000.000000000,2,0.000000000,0.000000000
100000001445848100,100000002217161100,351850.000000000,14,0.000000000,0.000000000
100000001490461100,100000003671721100,5000.000000000,1,0.000000000,0.000000000
100000001526235100,100000000860514100,12000.000000000,1,2598.721682111,0.216560140
100000001526235100,100000000926766100,18750.000000000,1,0.000000000,0.000000000
100000001526235100,100000001788284100,8000.000000000,1,1732.481121407,0.216560140
100000001526235100,100000002472632100,309500.000000000,1,3573.242312902,0.011545209
100000001526235100,100000002708624100,25000.000000000,1,0.000000000,0.000000000
100000001526235100,100000002984403100,20000.000000000,1,0.000000000,0.000000000
100000001526235100,100000004445291100,19500.000000000,2,0.000000000,0.000000000
100000001526235100,100000005505655100,20000.000000000,1,0.000000000,0.000000000
100000001530983100,100000000629812100,10000.000000000,1,0.000000000,0.000000000
100000001530983100,100000001578517100,30000.000000000,1,0.000000000,0.000000000
100000001530983100,100000002173070100,30000.000000000,1,0.000000000,0.000000000
100000001530983100,100000002469065100,200000.000000000,1,0.000000000,0.000000000
100000001530983100,100000002939838100,340000.000000000,1,84726.048336947,0.249194260
100000001530983100,100000003112436100,100000.000000000,1,24919.425981455,0.249194260
100000001530983100,100000004400361100,10000.000000000,1,0.000000000,0.000000000
100000001530983100,100000004756901100,153248.000000000,1,0.000000000,0.000000000
100000001530983100,100000006248077100,50000.000000000,1,12459.712990728,0.249194260
100000001530983100,100000007617808100,450000.000000000,1,0.000000000,0.000000000
100000001530983100,100000007777377100,456290.000000000,7,270508.812690870,0.592844052
100000001534244100,100000006381453100,45000.000000000,1,0.000000000,0.000000000
100000001597505100,100000004015047100,12920.000000000,1,0.000000000,0.000000000
100000001600934100,100000005140601100,11000.000000000,1,529.866888519,0.048169717
100000001601320100,100000004096559100,46200.000000000,1,0.000000000,0.000000000
100000001609499100,100000002398779100,10000.000000000,1,3570.215078692,0.357021508
100000001609499100,100000006866783100,11000.000000000,1,3927.236586562,0.357021508
100000001616816100,100000001641789100,17826.000000000,1,17826.000000000,1.000000000
100000001616816100,100000001937767100,53000.000000000,1,53000.000000000,1.000000000
100000001616816100,100000004015047100,110500.000000000,8,110500.000000000,1.000000000
100000001637376100,100000008376785100,234250.000000000,2,0.000000000,0.000000000
100000001650895100,100000001202637100,10000.000000000,1,0.000000000,0.000000000
100000001660397100,100000006866783100,24000.000000000,2,0.000000000,0.000000000
100000001660397100,100000008413748100,13000.000000000,1,0.000000000,0.000000000
100000001660397100,100000008477350100,12000.000000000,1,12000.000000000,1.000000000
100000001677389100,100000008255655100,5400.000000000,1,0.000000000,0.000000000
